Suburb,Postcode,Lat,Lng
BRISBANE,4000,-27.46758,153.027892
BRISBANE ADELAIDE STREET,4000,-27.46758,153.027892
BRISBANE GPO,4000,-27.46758,153.027892
SPRING HILL,4000,-27.46758,153.027892
BRISBANE,4001,-27.603479,152.823141
CENTRAL PLAZA,4001,-27.603479,152.823141
RIVERSIDE CENTRE,4001,-27.603479,152.823141
WATERFRONT PLACE,4001,-27.603479,152.823141
GEORGE STREET,4003,-24.872431,152.348462
SPRING HILL,4004,-24.045265,149.316593
NEW FARM,4005,-27.467878,153.047052
BOWEN HILLS,4006,-27.444163,153.038407
FORTITUDE VALLEY,4006,-27.444163,153.038407
FORTITUDE VALLEY BC,4006,-27.444163,153.038407
HERSTON,4006,-27.444163,153.038407
NEWSTEAD,4006,-27.444163,153.038407
ASCOT,4007,-27.43027,153.058679
HAMILTON,4007,-27.43027,153.058679
HAMILTON CENTRAL,4007,-27.43027,153.058679
PINKENBA,4008,-27.42257,153.118782
EAGLE FARM,4009,-27.430729,153.091148
EAGLE FARM BC,4009,-27.430729,153.091148
ALBION,4010,-27.428026,153.045205
ALBION BC,4010,-27.428026,153.045205
ALBION DC,4010,-27.428026,153.045205
CLAYFIELD,4011,-27.417536,153.056677
HENDRA,4011,-27.417536,153.056677
NUNDAH,4012,-27.40344,153.060428
TOOMBUL,4012,-27.40344,153.060428
WAVELL HEIGHTS,4012,-27.40344,153.060428
WAVELL HEIGHTS NORTH,4012,-27.40344,153.060428
NORTHGATE,4013,-27.389718,153.066343
BANYO,4014,-27.375825,153.076469
NUDGEE,4014,-27.375825,153.076469
NUDGEE BEACH,4014,-27.375825,153.076469
VIRGINIA,4014,-27.375825,153.076469
VIRGINIA BC,4014,-27.375825,153.076469
VIRGINIA DC,4014,-27.375825,153.076469
BRACKEN RIDGE,4017,-27.327545,153.025938
BRIGHTON,4017,-27.327545,153.025938
BRIGHTON EVENTIDE,4017,-27.327545,153.025938
BRIGHTON NATHAN STREET,4017,-27.327545,153.025938
DEAGON,4017,-27.327545,153.025938
SANDGATE,4017,-27.327545,153.025938
SANDGATE DC,4017,-27.327545,153.025938
SHORNCLIFFE,4017,-27.327545,153.025938
FITZGIBBON,4018,-27.349074,153.031804
TAIGUM,4018,-27.349074,153.031804
CLONTARF,4019,-27.25958,153.08211
CLONTARF BEACH,4019,-27.25958,153.08211
CLONTARF DC,4019,-27.25958,153.08211
MARGATE,4019,-27.25958,153.08211
MARGATE BEACH,4019,-27.25958,153.08211
WOODY POINT,4019,-27.25958,153.08211
NEWPORT,4020,-27.231153,153.115686
REDCLIFFE,4020,-27.231153,153.115686
REDCLIFFE NORTH,4020,-27.231153,153.115686
SCARBOROUGH,4020,-27.231153,153.115686
KIPPA-RING,4021,-27.226494,153.085287
ROTHWELL,4022,-27.213109,153.048135
BULWER,4025,-27.076847,153.367844
CAPE MORETON,4025,-27.076847,153.367844
COWAN COWAN,4025,-27.076847,153.367844
KOORINGAL,4025,-27.076847,153.367844
TANGALOOMA,4025,-27.076847,153.367844
ROYAL BRISBANE HOSPITAL,4029,-27.44768,153.026906
LUTWYCHE,4030,-27.422714,153.033723
WINDSOR,4030,-27.422714,153.033723
WOOLOOWIN,4030,-27.422714,153.033723
GORDON PARK,4031,-27.414955,153.026877
KEDRON,4031,-27.414955,153.026877
CHERMSIDE,4032,-27.38613,153.032142
CHERMSIDE BC,4032,-27.38613,153.032142
CHERMSIDE CENTRE,4032,-27.38613,153.032142
CHERMSIDE SOUTH,4032,-27.38613,153.032142
CHERMSIDE WEST,4032,-27.38613,153.032142
ASPLEY,4034,-27.36386,153.015737
BOONDALL,4034,-27.36386,153.015737
CARSELDINE,4034,-27.36386,153.015737
GEEBUNG,4034,-27.36386,153.015737
ZILLMERE,4034,-27.36386,153.015737
ALBANY CREEK,4035,-27.345529,152.968403
BRIDGEMAN DOWNS,4035,-27.345529,152.968403
BALD HILLS,4036,-27.306169,153.0126
EATONS HILL,4037,-27.337969,152.949561
ALDERLEY,4051,-27.424422,153.000517
ENOGGERA,4051,-27.424422,153.000517
GAYTHORNE,4051,-27.424422,153.000517
GRANGE,4051,-27.424422,153.000517
NEWMARKET,4051,-27.424422,153.000517
WILSTON,4051,-27.424422,153.000517
BROOKSIDE CENTRE,4053,-27.409023,152.980333
EVERTON HILLS,4053,-27.409023,152.980333
EVERTON PARK,4053,-27.409023,152.980333
MCDOWALL,4053,-27.409023,152.980333
MITCHELTON,4053,-27.409023,152.980333
STAFFORD,4053,-27.409023,152.980333
STAFFORD BC,4053,-27.409023,152.980333
STAFFORD DC,4053,-27.409023,152.980333
STAFFORD HEIGHTS,4053,-27.409023,152.980333
ARANA HILLS,4054,-27.397523,152.959538
KEPERRA,4054,-27.397523,152.959538
BUNYA,4055,-27.369847,152.937598
FERNY GROVE,4055,-27.369847,152.937598
FERNY HILLS,4055,-27.369847,152.937598
FERNY HILLS DC,4055,-27.369847,152.937598
UPPER KEDRON,4055,-27.369847,152.937598
KELVIN GROVE,4059,-27.448419,153.013533
KELVIN GROVE DC,4059,-27.448419,153.013533
RED HILL,4059,-27.448419,153.013533
ASHGROVE,4060,-27.445603,152.99212
ASHGROVE WEST,4060,-27.445603,152.99212
THE GAP,4061,-27.443306,152.943847
MILTON,4064,-27.471324,153.004781
MILTON BC,4064,-27.471324,153.004781
PADDINGTON,4064,-27.471324,153.004781
BARDON,4065,-27.463451,152.980035
AUCHENFLOWER,4066,-27.475531,152.993415
MOUNT COOT-THA,4066,-27.475531,152.993415
TOOWONG,4066,-27.475531,152.993415
TOOWONG BC,4066,-27.475531,152.993415
TOOWONG DC,4066,-27.475531,152.993415
ST LUCIA,4067,-27.493869,153.006059
ST LUCIA SOUTH,4067,-27.493869,153.006059
CHELMER,4068,-27.514343,152.976732
INDOOROOPILLY,4068,-27.514343,152.976732
INDOOROOPILLY CENTRE,4068,-27.514343,152.976732
TARINGA,4068,-27.514343,152.976732
BROOKFIELD,4069,-27.490924,152.897741
CHAPEL HILL,4069,-27.490924,152.897741
FIG TREE POCKET,4069,-27.490924,152.897741
KENMORE,4069,-27.490924,152.897741
KENMORE DC,4069,-27.490924,152.897741
KENMORE EAST,4069,-27.490924,152.897741
KENMORE HILLS,4069,-27.490924,152.897741
PINJARRA HILLS,4069,-27.490924,152.897741
PULLENVALE,4069,-27.490924,152.897741
UPPER BROOKFIELD,4069,-27.490924,152.897741
ANSTEAD,4070,-27.545591,152.87227
BELLBOWRIE,4070,-27.545591,152.87227
MOGGILL,4070,-27.545591,152.87227
UNIVERSITY OF QUEENSLAND,4072,-27.548962,152.330088
SEVENTEEN MILE ROCKS,4073,-27.550889,152.958818
SINNAMON PARK,4073,-27.550889,152.958818
JAMBOREE HEIGHTS,4074,-27.5564,152.93284
JINDALEE,4074,-27.5564,152.93284
MIDDLE PARK,4074,-27.5564,152.93284
MOUNT OMMANEY,4074,-27.5564,152.93284
RIVERHILLS,4074,-27.5564,152.93284
SUMNER,4074,-27.5564,152.93284
SUMNER PARK BC,4074,-27.5564,152.93284
WESTLAKE,4074,-27.5564,152.93284
CORINDA,4075,-27.538924,152.981769
GRACEVILLE,4075,-27.538924,152.981769
GRACEVILLE EAST,4075,-27.538924,152.981769
OXLEY,4075,-27.538924,152.981769
SHERWOOD,4075,-27.538924,152.981769
DARRA,4076,-27.567027,152.95327
WACOL,4076,-27.567027,152.95327
DOOLANDELLA,4077,-27.612032,152.979454
DURACK,4077,-27.612032,152.979454
INALA,4077,-27.612032,152.979454
INALA EAST,4077,-27.612032,152.979454
INALA HEIGHTS,4077,-27.612032,152.979454
RICHLANDS,4077,-27.612032,152.979454
RICHLANDS DC,4077,-27.612032,152.979454
ELLEN GROVE,4078,-27.612653,152.950579
FOREST LAKE,4078,-27.612653,152.950579
HIGHGATE HILL,4101,-27.487699,153.018947
SOUTH BRISBANE,4101,-27.487699,153.018947
SOUTH BRISBANE BC,4101,-27.487699,153.018947
WEST END,4101,-27.487699,153.018947
BURANDA,4102,-27.499989,153.035349
DUTTON PARK,4102,-27.499989,153.035349
WOOLLOONGABBA,4102,-27.499989,153.035349
ANNERLEY,4103,-27.511609,153.031832
ANNERLEY DC,4103,-27.511609,153.031832
FAIRFIELD,4103,-27.511609,153.031832
FAIRFIELD GARDENS,4103,-27.511609,153.031832
YERONGA,4104,-27.516831,153.017277
MOOROOKA,4105,-27.532844,153.025089
TENNYSON,4105,-27.532844,153.025089
YEERONGPILLY,4105,-27.532844,153.025089
BRISBANE MARKET,4106,-27.534195,152.99934
ROCKLEA,4106,-27.534195,152.99934
ROCKLEA DC,4106,-27.534195,152.99934
SALISBURY,4107,-27.544798,153.029585
SALISBURY EAST,4107,-27.544798,153.029585
ARCHERFIELD,4108,-27.568388,153.024165
ARCHERFIELD BC,4108,-27.568388,153.024165
COOPERS PLAINS,4108,-27.568388,153.024165
MACGREGOR,4109,-27.567572,153.07787
ROBERTSON,4109,-27.567572,153.07787
SUNNYBANK,4109,-27.567572,153.07787
SUNNYBANK HILLS,4109,-27.567572,153.07787
SUNNYBANK SOUTH,4109,-27.567572,153.07787
ACACIA RIDGE,4110,-27.589633,153.02787
ACACIA RIDGE BC,4110,-27.589633,153.02787
ACACIA RIDGE DC,4110,-27.589633,153.02787
HEATHWOOD,4110,-27.589633,153.02787
HEATHWOOD DF,4110,-27.589633,153.02787
LARAPINTA,4110,-27.589633,153.02787
PALLARA,4110,-27.589633,153.02787
WILLAWONG,4110,-27.589633,153.02787
NATHAN,4111,-27.553179,153.056433
KURABY,4112,-27.606379,153.092491
EIGHT MILE PLAINS,4113,-27.575233,153.087585
RUNCORN,4113,-27.575233,153.087585
KINGSTON,4114,-27.660233,153.117675
LOGAN CENTRAL,4114,-27.660233,153.117675
LOGAN CITY BC,4114,-27.660233,153.117675
LOGAN CITY DC,4114,-27.660233,153.117675
WOODRIDGE,4114,-27.660233,153.117675
ALGESTER,4115,-27.611303,153.033518
PARKINSON,4115,-27.611303,153.033518
CALAMVALE,4116,-27.623928,153.050074
DREWVALE,4116,-27.623928,153.050074
STRETTON,4116,-27.623928,153.050074
BERRINBA,4117,-27.637982,153.083869
KARAWATHA,4117,-27.637982,153.083869
BROWNS PLAINS,4118,-27.660763,153.04015
BROWNS PLAINS BC,4118,-27.660763,153.04015
FORESTDALE,4118,-27.660763,153.04015
HERITAGE PARK,4118,-27.660763,153.04015
HILLCREST,4118,-27.660763,153.04015
REGENTS PARK,4118,-27.660763,153.04015
UNDERWOOD,4119,-27.593616,153.108698
GREENSLOPES,4120,-27.512111,153.053021
STONES CORNER,4120,-27.512111,153.053021
HOLLAND PARK,4121,-27.519259,153.061369
HOLLAND PARK EAST,4121,-27.519259,153.061369
HOLLAND PARK WEST,4121,-27.519259,153.061369
TARRAGINDI,4121,-27.519259,153.061369
WELLERS HILL,4121,-27.519259,153.061369
MANSFIELD,4122,-27.53938,153.099025
MANSFIELD BC,4122,-27.53938,153.099025
MANSFIELD DC,4122,-27.53938,153.099025
MOUNT GRAVATT,4122,-27.53938,153.099025
MOUNT GRAVATT EAST,4122,-27.53938,153.099025
UPPER MOUNT GRAVATT,4122,-27.53938,153.099025
UPPER MOUNT GRAVATT BC,4122,-27.53938,153.099025
WISHART,4122,-27.53938,153.099025
ROCHEDALE,4123,-27.571214,153.12691
ROCHEDALE SOUTH,4123,-27.571214,153.12691
BORONIA HEIGHTS,4124,-27.690598,153.022217
GREENBANK,4124,-27.690598,153.022217
LYONS,4124,-27.690598,153.022217
NEW BEITH,4124,-27.690598,153.022217
SPRING MOUNTAIN,4124,-27.690598,153.022217
MUNRUBEN,4125,-27.748611,153.025645
PARK RIDGE,4125,-27.748611,153.025645
PARK RIDGE SOUTH,4125,-27.748611,153.025645
DAISY HILL,4127,-27.644265,153.153343
PRIESTDALE,4127,-27.644265,153.153343
SLACKS CREEK,4127,-27.644265,153.153343
SPRINGWOOD,4127,-27.644265,153.153343
SHAILER PARK,4128,-27.650622,153.165162
TANAH MERAH,4128,-27.650622,153.165162
LOGANHOLME,4129,-27.690846,153.178287
LOGANHOLME BC,4129,-27.690846,153.178287
LOGANHOLME DC,4129,-27.690846,153.178287
CARBROOK,4130,-27.687086,153.276026
CORNUBIA,4130,-27.687086,153.276026
LOGANLEA,4131,-27.675035,153.127293
MEADOWBROOK,4131,-27.675035,153.127293
CRESTMEAD,4132,-27.686848,153.087768
CRESTMEAD DC,4132,-27.686848,153.087768
MARSDEN,4132,-27.686848,153.087768
CHAMBERS FLAT,4133,-27.735955,153.087955
LOGAN RESERVE,4133,-27.735955,153.087955
WATERFORD,4133,-27.735955,153.087955
WATERFORD WEST,4133,-27.735955,153.087955
COORPAROO,4151,-27.495194,153.057903
COORPAROO BC,4151,-27.495194,153.057903
COORPAROO DC,4151,-27.495194,153.057903
CAMP HILL,4152,-27.493015,153.076507
CARINA,4152,-27.493015,153.076507
CARINA HEIGHTS,4152,-27.493015,153.076507
CARINDALE,4152,-27.493015,153.076507
BELMONT,4153,-27.504978,153.131443
GUMDALE,4154,-27.490918,153.153345
RANSOME,4154,-27.490918,153.153345
WAKERLEY,4154,-27.490918,153.153345
CHANDLER,4155,-19.262174,146.779764
BURBANK,4156,-27.558921,153.163912
MACKENZIE,4156,-27.558921,153.163912
CAPALABA,4157,-27.525711,153.19336
CAPALABA BC,4157,-27.525711,153.19336
CAPALABA DC,4157,-27.525711,153.19336
CAPALABA WEST,4157,-27.525711,153.19336
SHELDON,4157,-27.525711,153.19336
THORNESIDE,4158,-27.482971,153.20107
BIRKDALE,4159,-27.498415,153.207434
ORMISTON,4160,-27.518815,153.255284
WELLINGTON POINT,4160,-27.518815,153.255284
ALEXANDRA HILLS,4161,-27.522774,153.220455
CLEVELAND,4163,-27.525781,153.26484
CLEVELAND DC,4163,-27.525781,153.26484
THORNLANDS,4164,-27.563211,153.256977
MOUNT COTTON,4165,-27.621843,153.235294
REDLAND BAY,4165,-27.621843,153.235294
VICTORIA POINT,4165,-27.621843,153.235294
VICTORIA POINT WEST,4165,-27.621843,153.235294
EAST BRISBANE,4169,-27.479652,153.045983
KANGAROO POINT,4169,-27.479652,153.045983
CANNON HILL,4170,-27.469678,153.097305
MORNINGSIDE,4170,-27.469678,153.097305
NORMAN PARK,4170,-27.469678,153.097305
SEVEN HILLS,4170,-27.469678,153.097305
BALMORAL,4171,-27.455696,153.06722
BULIMBA,4171,-27.455696,153.06722
HAWTHORNE,4171,-27.455696,153.06722
MURARRIE,4172,-27.464118,153.109052
TINGALPA,4173,-27.465869,153.133779
TINGALPA BC,4173,-27.465869,153.133779
TINGALPA DC,4173,-27.465869,153.133779
HEMMANT,4174,-27.448586,153.12701
LYTTON,4178,-27.4243,153.15545
PORT OF BRISBANE,4178,-27.4243,153.15545
WYNNUM,4178,-27.4243,153.15545
WYNNUM NORTH,4178,-27.4243,153.15545
WYNNUM PLAZA,4178,-27.4243,153.15545
WYNNUM WEST,4178,-27.4243,153.15545
LOTA,4179,-27.465277,153.18128
MANLY,4179,-27.465277,153.18128
MANLY WEST,4179,-27.465277,153.18128
AMITY,4183,-27.397888,153.439075
AMITY POINT,4183,-27.397888,153.439075
DUNWICH,4183,-27.397888,153.439075
NORTH STRADBROKE ISLAND,4183,-27.397888,153.439075
POINT LOOKOUT,4183,-27.397888,153.439075
COOCHIEMUDLO ISLAND,4184,-27.574426,153.332293
KARRAGARRA ISLAND,4184,-27.574426,153.332293
LAMB ISLAND,4184,-27.574426,153.332293
MACLEAY ISLAND,4184,-27.574426,153.332293
PEEL ISLAND,4184,-27.574426,153.332293
PERULPA ISLAND,4184,-27.574426,153.332293
RUSSELL ISLAND,4184,-27.574426,153.332293
BETHANIA,4205,-27.694398,153.155502
ALBERTON,4207,-27.721117,153.270056
BAHRS SCRUB,4207,-27.721117,153.270056
BANNOCKBURN,4207,-27.721117,153.270056
BEENLEIGH,4207,-27.721117,153.270056
BELIVAH,4207,-27.721117,153.270056
BUCCAN,4207,-27.721117,153.270056
CEDAR CREEK,4207,-27.721117,153.270056
EAGLEBY,4207,-27.721117,153.270056
EDENS LANDING,4207,-27.721117,153.270056
HOLMVIEW,4207,-27.721117,153.270056
LOGAN VILLAGE,4207,-27.721117,153.270056
LUSCOMBE,4207,-27.721117,153.270056
MOUNT WARREN PARK,4207,-27.721117,153.270056
STAPYLTON,4207,-27.721117,153.270056
STEIGLITZ,4207,-27.721117,153.270056
WINDAROO,4207,-27.721117,153.270056
WOLFFDENE,4207,-27.721117,153.270056
WOONGOOLBA,4207,-27.721117,153.270056
YARRABILBA,4207,-27.721117,153.270056
YATALA,4207,-27.721117,153.270056
YATALA DC,4207,-27.721117,153.270056
GILBERTON,4208,-27.745013,153.261095
JACOBS WELL,4208,-27.745013,153.261095
KINGSHOLME,4208,-27.745013,153.261095
NORWELL,4208,-27.745013,153.261095
ORMEAU,4208,-27.745013,153.261095
ORMEAU HILLS,4208,-27.745013,153.261095
COOMERA,4209,-27.866592,153.315314
PIMPAMA,4209,-27.866592,153.315314
UPPER COOMERA,4209,-27.866592,153.315314
WILLOW VALE,4209,-27.866592,153.315314
GUANABA,4210,-27.942395,153.233818
MAUDSLAND,4210,-27.942395,153.233818
OXENFORD,4210,-27.942395,153.233818
STUDIO VILLAGE,4210,-27.942395,153.233818
WONGAWALLAN,4210,-27.942395,153.233818
ADVANCETOWN,4211,-28.033052,153.279625
BEECHMONT,4211,-28.033052,153.279625
BINNA BURRA,4211,-28.033052,153.279625
CARRARA,4211,-28.033052,153.279625
CLAGIRABA,4211,-28.033052,153.279625
GAVEN,4211,-28.033052,153.279625
GILSTON,4211,-28.033052,153.279625
HIGHLAND PARK,4211,-28.033052,153.279625
LOWER BEECHMONT,4211,-28.033052,153.279625
MOUNT NATHAN,4211,-28.033052,153.279625
NATURAL BRIDGE,4211,-28.033052,153.279625
NERANG,4211,-28.033052,153.279625
NERANG BC,4211,-28.033052,153.279625
NERANG DC,4211,-28.033052,153.279625
NUMINBAH VALLEY,4211,-28.033052,153.279625
PACIFIC PINES,4211,-28.033052,153.279625
SOUTHERN LAMINGTON,4211,-28.033052,153.279625
HELENSVALE,4212,-27.922459,153.334793
HELENSVALE TOWN CENTRE,4212,-27.922459,153.334793
HOPE ISLAND,4212,-27.922459,153.334793
SANCTUARY COVE,4212,-27.922459,153.334793
AUSTINVILLE,4213,-28.135818,153.317485
BONOGIN,4213,-28.135818,153.317485
MUDGEERABA,4213,-28.135818,153.317485
NERANWOOD,4213,-28.135818,153.317485
SPRINGBROOK,4213,-28.135818,153.317485
TALLAI,4213,-28.135818,153.317485
WORONGARY,4213,-28.135818,153.317485
ARUNDEL,4214,-27.939708,153.372781
ARUNDEL BC,4214,-27.939708,153.372781
ARUNDEL DC,4214,-27.939708,153.372781
ASHMORE,4214,-27.939708,153.372781
ASHMORE CITY,4214,-27.939708,153.372781
MOLENDINAR,4214,-27.939708,153.372781
PARKWOOD,4214,-27.939708,153.372781
AUSTRALIA FAIR,4215,-27.968379,153.415136
CHIRN PARK,4215,-27.968379,153.415136
LABRADOR,4215,-27.968379,153.415136
SOUTHPORT,4215,-27.968379,153.415136
SOUTHPORT BC,4215,-27.968379,153.415136
SOUTHPORT PARK,4215,-27.968379,153.415136
BIGGERA WATERS,4216,-27.934226,153.400356
COOMBABAH,4216,-27.934226,153.400356
HOLLYWELL,4216,-27.934226,153.400356
PARADISE POINT,4216,-27.934226,153.400356
RUNAWAY BAY,4216,-27.934226,153.400356
SOUTH STRADBROKE,4216,-27.934226,153.400356
BENOWA,4217,-28.005753,153.387475
BUNDALL,4217,-28.005753,153.387475
BUNDALL BC,4217,-28.005753,153.387475
BUNDALL DC,4217,-28.005753,153.387475
CHEVRON ISLAND,4217,-28.005753,153.387475
GOLD COAST MC,4217,-28.005753,153.387475
ISLE OF CAPRI,4217,-28.005753,153.387475
MAIN BEACH,4217,-28.005753,153.387475
SURFERS PARADISE,4217,-28.005753,153.387475
BROADBEACH,4218,-28.029363,153.4312
BROADBEACH WATERS,4218,-28.029363,153.4312
MERMAID BEACH,4218,-28.029363,153.4312
MERMAID WATERS,4218,-28.029363,153.4312
NOBBY BEACH,4218,-28.029363,153.4312
PACIFIC FAIR,4218,-28.029363,153.4312
Q SUPERCENTRE,4218,-28.029363,153.4312
WEST BURLEIGH,4219,-28.107294,153.441839
BURLEIGH BC,4220,-28.088477,153.451921
BURLEIGH DC,4220,-28.088477,153.451921
BURLEIGH HEADS,4220,-28.088477,153.451921
BURLEIGH TOWN,4220,-28.088477,153.451921
BURLEIGH WATERS,4220,-28.088477,153.451921
MIAMI,4220,-28.088477,153.451921
ELANORA,4221,-28.135669,153.470481
PALM BEACH,4221,-28.135669,153.470481
GRIFFITH UNIVERSITY,4222,0,0
CURRUMBIN,4223,-28.136289,153.477806
CURRUMBIN DC,4223,-28.136289,153.477806
CURRUMBIN VALLEY,4223,-28.136289,153.477806
CURRUMBIN WATERS,4223,-28.136289,153.477806
TUGUN,4224,-28.143616,153.494865
TUGUN HEIGHTS,4224,-28.143616,153.494865
BILINGA,4225,-28.159935,153.510026
COOLANGATTA,4225,-28.159935,153.510026
CLEAR ISLAND WATERS,4226,-28.039318,153.401608
MERRIMAC,4226,-28.039318,153.401608
ROBINA,4226,-28.039318,153.401608
ROBINA DC,4226,-28.039318,153.401608
REEDY CREEK,4227,-28.108599,153.395621
VARSITY LAKES,4227,-28.108599,153.395621
TALLEBUDGERA,4228,-28.148226,153.421613
TALLEBUDGERA VALLEY,4228,-28.148226,153.421613
BOND UNIVERSITY,4229,-28.075709,153.414682
ROBINA TOWN CENTRE,4230,-28.077467,153.38531
TAMBORINE,4270,-27.880883,153.130246
EAGLE HEIGHTS,4271,-27.922442,153.207493
MOUNT TAMBORINE,4272,-27.947935,153.191359
NORTH TAMBORINE,4272,-27.947935,153.191359
TAMBORINE MOUNTAIN,4272,-27.947935,153.191359
BENOBBLE,4275,-27.995053,153.162089
BIDDADDABA,4275,-27.995053,153.162089
BOYLAND,4275,-27.995053,153.162089
CANUNGRA,4275,-27.995053,153.162089
FERNY GLEN,4275,-27.995053,153.162089
FLYING FOX,4275,-27.995053,153.162089
ILLINBAH,4275,-27.995053,153.162089
LAMINGTON NATIONAL PARK,4275,-27.995053,153.162089
SARABAH,4275,-27.995053,153.162089
WITHEREN,4275,-27.995053,153.162089
WONGLEPONG,4275,-27.995053,153.162089
JIMBOOMBA,4280,-27.831402,153.028469
NORTH MACLEAN,4280,-27.831402,153.028469
SOUTH MACLEAN,4280,-27.831402,153.028469
STOCKLEIGH,4280,-27.831402,153.028469
ALLENVIEW,4285,-27.901257,152.939081
BEAUDESERT,4285,-27.901257,152.939081
BIRNAM,4285,-27.901257,152.939081
BROMELTON,4285,-27.901257,152.939081
CAINBABLE,4285,-27.901257,152.939081
CEDAR GROVE,4285,-27.901257,152.939081
CEDAR VALE,4285,-27.901257,152.939081
CHINGHEE CREEK,4285,-27.901257,152.939081
CHRISTMAS CREEK,4285,-27.901257,152.939081
CRYNA,4285,-27.901257,152.939081
DARLINGTON,4285,-27.901257,152.939081
GLENEAGLE,4285,-27.901257,152.939081
HILLVIEW,4285,-27.901257,152.939081
INNISPLAIN,4285,-27.901257,152.939081
JOSEPHVILLE,4285,-27.901257,152.939081
KAGARU,4285,-27.901257,152.939081
KERRY,4285,-27.901257,152.939081
KNAPP CREEK,4285,-27.901257,152.939081
KOORALBYN,4285,-27.901257,152.939081
LAMINGTON,4285,-27.901257,152.939081
LARAVALE,4285,-27.901257,152.939081
MOUNT GIPPS,4285,-27.901257,152.939081
MUNDOOLUN,4285,-27.901257,152.939081
NINDOOINBAH,4285,-27.901257,152.939081
OAKY CREEK,4285,-27.901257,152.939081
TABOOBA,4285,-27.901257,152.939081
TABRAGALBA,4285,-27.901257,152.939081
TAMROOKUM,4285,-27.901257,152.939081
TAMROOKUM CREEK,4285,-27.901257,152.939081
UNDULLAH,4285,-27.901257,152.939081
VERESDALE,4285,-27.901257,152.939081
VERESDALE SCRUB,4285,-27.901257,152.939081
WOODHILL,4285,-27.901257,152.939081
BARNEY VIEW,4287,-28.260921,152.781251
MOUNT BARNEY,4287,-28.260921,152.781251
MOUNT LINDESAY,4287,-28.260921,152.781251
PALEN CREEK,4287,-28.260921,152.781251
RATHDOWNEY,4287,-28.260921,152.781251
RUNNING CREEK,4287,-28.260921,152.781251
AUGUSTINE HEIGHTS,4300,-27.669147,152.89354
BELLBIRD PARK,4300,-27.669147,152.89354
BROOKWATER,4300,-27.669147,152.89354
CAMIRA,4300,-27.669147,152.89354
CAROLE PARK,4300,-27.669147,152.89354
GAILES,4300,-27.669147,152.89354
GOODNA,4300,-27.669147,152.89354
GOODNA DC,4300,-27.669147,152.89354
SPRINGFIELD,4300,-27.669147,152.89354
SPRINGFIELD CENTRAL,4300,-27.669147,152.89354
SPRINGFIELD LAKES,4300,-27.669147,152.89354
COLLINGWOOD PARK,4301,-27.613211,152.863215
REDBANK,4301,-27.613211,152.863215
REDBANK PLAINS,4301,-27.613211,152.863215
DINMORE,4303,-27.597997,152.831683
NEW CHUM,4303,-27.597997,152.831683
RIVERVIEW,4303,-27.597997,152.831683
BLACKSTONE,4304,-27.62904,152.795901
BOOVAL,4304,-27.62904,152.795901
BOOVAL BC,4304,-27.62904,152.795901
BOOVAL DC,4304,-27.62904,152.795901
BOOVAL FAIR,4304,-27.62904,152.795901
BUNDAMBA,4304,-27.62904,152.795901
EBBW VALE,4304,-27.62904,152.795901
NORTH BOOVAL,4304,-27.62904,152.795901
SILKSTONE,4304,-27.62904,152.795901
BASIN POCKET,4305,-27.601066,152.772672
BRASSALL,4305,-27.601066,152.772672
BREMER,4305,-27.601066,152.772672
CHURCHILL,4305,-27.601066,152.772672
COALFALLS,4305,-27.601066,152.772672
EAST IPSWICH,4305,-27.601066,152.772672
EASTERN HEIGHTS,4305,-27.601066,152.772672
FLINDERS VIEW,4305,-27.601066,152.772672
IPSWICH,4305,-27.601066,152.772672
LEICHHARDT,4305,-27.601066,152.772672
LIMESTONE RIDGES,4305,-27.601066,152.772672
MOORES POCKET,4305,-27.601066,152.772672
NEWTOWN,4305,-27.601066,152.772672
NORTH IPSWICH,4305,-27.601066,152.772672
NORTH TIVOLI,4305,-27.601066,152.772672
ONE MILE,4305,-27.601066,152.772672
RACEVIEW,4305,-27.601066,152.772672
SADLIERS CROSSING,4305,-27.601066,152.772672
TIVOLI,4305,-27.601066,152.772672
WEST IPSWICH,4305,-27.601066,152.772672
WOODEND,4305,-27.601066,152.772672
WULKURAKA,4305,-27.601066,152.772672
YAMANTO,4305,-27.601066,152.772672
AMBERLEY,4306,-27.640431,152.702399
AVOCA VALE,4306,-27.640431,152.702399
BANKS CREEK,4306,-27.640431,152.702399
BARELLAN POINT,4306,-27.640431,152.702399
BENARKIN,4306,-27.640431,152.702399
BENARKIN NORTH,4306,-27.640431,152.702399
BLACKBUTT,4306,-27.640431,152.702399
BLACKBUTT NORTH,4306,-27.640431,152.702399
BLACKBUTT SOUTH,4306,-27.640431,152.702399
BLACKSOIL,4306,-27.640431,152.702399
BORALLON,4306,-27.640431,152.702399
CHERRY CREEK,4306,-27.640431,152.702399
CHUWAR,4306,-27.640431,152.702399
COLINTON,4306,-27.640431,152.702399
DEEBING HEIGHTS,4306,-27.640431,152.702399
DUNDAS,4306,-27.640431,152.702399
ENGLAND CREEK,4306,-27.640431,152.702399
FAIRNEY VIEW,4306,-27.640431,152.702399
FERNVALE,4306,-27.640431,152.702399
GLAMORGAN VALE,4306,-27.640431,152.702399
GOOGA CREEK,4306,-27.640431,152.702399
GOOLMAN,4306,-27.640431,152.702399
HAIGSLEA,4306,-27.640431,152.702399
HARLIN,4306,-27.640431,152.702399
IRONBARK,4306,-27.640431,152.702399
